Fecha,Region,Radiancia_VIIRS
2015-06-01,Zulia,0.9899625047451968
2015-07-01,Nacional,1.108639507332641
2015-07-01,Carabobo,4.631719961101393
2015-07-01,Miranda,1.6679501913688735
2015-07-01,Zulia,1.0345993127827058
2015-08-01,Nacional,1.1637473259415123
2015-08-01,Carabobo,5.10049149835261
2015-08-01,Miranda,1.940265960283578
2015-08-01,Zulia,0.905774975225136
2015-09-01,Nacional,1.1320965045299851
2015-09-01,Carabobo,4.631343152048396
2015-09-01,Miranda,1.7495031549224873
2015-09-01,Zulia,0.8223380923164348
2015-10-01,Nacional,1.224291572238895
2015-10-01,Carabobo,4.902370879750072
2015-10-01,Miranda,2.0592767400805365
2015-10-01,Zulia,0.7139393142081019
2015-11-01,Nacional,0.9490215135312254
2015-11-01,Carabobo,4.347733580387422
2015-11-01,Miranda,1.7990485377804244
2015-11-01,Zulia,0.7984304285271091
2015-12-01,Nacional,0.9534762970853655
2015-12-01,Carabobo,4.851170250225448
2015-12-01,Miranda,1.8504397441105764
2015-12-01,Zulia,0.8635295106637801
2016-01-01,Nacional,0.9100019878961645
2016-01-01,Carabobo,5.137186438057328
2016-01-01,Miranda,1.8593205200040082
2016-01-01,Zulia,0.7954566358930365
2016-02-01,Nacional,1.0655262431676598
2016-02-01,Carabobo,5.0175678993197925
2016-02-01,Miranda,2.055646920848534
2016-02-01,Zulia,0.9683456978560815
2016-03-01,Nacional,1.0803395286656061
2016-03-01,Carabobo,5.283980938256236
2016-03-01,Miranda,2.1038928953596736
2016-03-01,Zulia,0.9721545136460595
2016-04-01,Nacional,1.1750151277780667
2016-04-01,Carabobo,4.258433356266188
2016-04-01,Miranda,1.8275347515880593
2016-04-01,Zulia,0.9917471224250982
2016-05-01,Nacional,1.1052072712074983
2016-05-01,Carabobo,3.6684718062566923
2016-05-01,Miranda,1.6820212253997968
2016-05-01,Zulia,0.7217866297031554
2016-06-01,Nacional,0.9419800241718677
2016-06-01,Carabobo,4.416178390752759
2016-06-01,Miranda,1.7034367848795042
2016-06-01,Zulia,0.8457217972870549
2016-07-01,Nacional,0.9789518250662615
2016-07-01,Carabobo,4.336299184457015
2016-07-01,Miranda,1.6792280966483704
2016-07-01,Zulia,0.753649482214031
2016-08-01,Nacional,0.853296177180367
2016-08-01,Carabobo,4.418385827924833
2016-08-01,Miranda,1.5428531495353366
2016-08-01,Zulia,0.923104429048983
2016-09-01,Nacional,0.857363901208206
2016-09-01,Carabobo,4.23770898126304
2016-09-01,Miranda,1.6512063514229205
2016-09-01,Zulia,0.8185145778165379
2016-10-01,Nacional,0.8722837069986072
2016-10-01,Carabobo,3.690706093428723
2016-10-01,Miranda,1.5620693945030297
2016-10-01,Zulia,0.5704615214699588
2016-11-01,Nacional,0.8202289291757772
2016-11-01,Carabobo,4.872250282565922
2016-11-01,Miranda,1.9355318267416195
2016-11-01,Zulia,0.7503313730381547
2016-12-01,Nacional,0.6981052241500396
2016-12-01,Carabobo,4.535962344345407
2016-12-01,Miranda,1.4419422678936564
2016-12-01,Zulia,0.7776206573289218
2017-01-01,Nacional,0.8115730617608625
2017-01-01,Carabobo,5.118439832088349
2017-01-01,Miranda,1.7219745833071909
2017-01-01,Zulia,0.9465393853354481
2017-02-01,Nacional,0.9742652098256499
2017-02-01,Carabobo,5.646240397252692
2017-02-01,Miranda,1.9655660902456282
2017-02-01,Zulia,1.001677313501868
2017-03-01,Nacional,0.9761839585334544
2017-03-01,Carabobo,4.900733901365303
2017-03-01,Miranda,1.6816696668068398
2017-03-01,Zulia,0.9899165313333568
2017-04-01,Nacional,0.9905198755605451
2017-04-01,Carabobo,4.603972781392693
2017-04-01,Miranda,1.8263543019097033
2017-04-01,Zulia,1.1206640113345518
2017-05-01,Nacional,0.8341087795609989
2017-05-01,Carabobo,4.371726589842409
2017-05-01,Miranda,1.520472536625345
2017-05-01,Zulia,0.9073377591560475
2017-06-01,Nacional,0.9544802325098386
2017-06-01,Carabobo,4.310073731815766
2017-06-01,Miranda,1.6244827337938397
2017-06-01,Zulia,1.1208572740449878
2017-07-01,Nacional,0.9323725771649831
2017-07-01,Carabobo,4.000069355750011
2017-07-01,Miranda,1.6702802247322572
2017-07-01,Zulia,0.9341285675837905
2017-08-01,Nacional,0.9805468450581175
2017-08-01,Carabobo,4.570677345210754
2017-08-01,Miranda,1.6572988344227721
2017-08-01,Zulia,0.729243942704421
2017-09-01,Nacional,1.0793972140005001
2017-09-01,Carabobo,4.388449797963182
2017-09-01,Miranda,1.8411809544721138
2017-09-01,Zulia,0.9876825682112459
2017-10-01,Nacional,0.9475134921860916
2017-10-01,Carabobo,4.204920791542016
2017-10-01,Miranda,1.7134526542896642
2017-10-01,Zulia,0.8851211115909932
2017-11-01,Nacional,0.8298293885613557
2017-11-01,Carabobo,4.119621222997168
2017-11-01,Miranda,1.7322383010976083
2017-11-01,Zulia,0.7994090106900409
2017-12-01,Nacional,0.9016843125055898
2017-12-01,Carabobo,4.934835314177761
2017-12-01,Miranda,1.8321824795595287
2017-12-01,Zulia,0.9094939117256464
2018-01-01,Nacional,0.9315884907547513
2018-01-01,Carabobo,4.118827731636417
2018-01-01,Miranda,1.6160707427067702
2018-01-01,Zulia,0.7517538634307175
2018-02-01,Nacional,0.8093450372781684
2018-02-01,Carabobo,4.695191906839463
2018-02-01,Miranda,1.602477137339838
2018-02-01,Zulia,1.0987956525780986
2018-03-01,Nacional,1.0936985032251776
2018-03-01,Carabobo,4.501697738365484
2018-03-01,Miranda,1.9412142471246585
2018-03-01,Zulia,0.889423842483068
2018-04-01,Nacional,1.0981478408732264
2018-04-01,Carabobo,3.6638630999476987
2018-04-01,Miranda,1.688080847202729
2018-04-01,Zulia,0.8184155659215976
2018-05-01,Nacional,1.037779470739447
2018-05-01,Carabobo,4.240355979953572
2018-05-01,Miranda,1.1712925012619055
2018-05-01,Zulia,0.7932848313445868
2018-06-01,Nacional,0.94982611969263
2018-06-01,Carabobo,4.414375348052522
2018-06-01,Miranda,1.5186234771188984
2018-06-01,Zulia,0.9341712337716703
2018-07-01,Nacional,1.0434158611827018
2018-07-01,Carabobo,3.891732036462012
2018-07-01,Miranda,1.4224530800881585
2018-07-01,Zulia,0.8564496213680954
2018-08-01,Nacional,0.9651661749396472
2018-08-01,Carabobo,3.560464881648459
2018-08-01,Miranda,1.376340301625036
2018-08-01,Zulia,0.7267099901370739
2018-09-01,Nacional,0.9387262905376961
2018-09-01,Carabobo,3.4198137504696042
2018-09-01,Miranda,1.503855350616062
2018-09-01,Zulia,0.769334477536056
2018-10-01,Nacional,0.9634519735156316
2018-10-01,Carabobo,3.886696244879459
2018-10-01,Miranda,1.4653979135172155
2018-10-01,Zulia,0.9264985042830666
2018-11-01,Nacional,1.07736518763718
2018-11-01,Carabobo,3.6058654003680126
2018-11-01,Miranda,1.4377998347002228
2018-11-01,Zulia,0.8457302555714674
2018-12-01,Nacional,0.9138506373528159
2018-12-01,Carabobo,4.334150618532591
2018-12-01,Miranda,1.5372413317445461
2018-12-01,Zulia,1.1375147308945315
2019-01-01,Nacional,0.7908910968887374
2019-01-01,Carabobo,4.142915933834984
2019-01-01,Miranda,1.5942557825854764
2019-01-01,Zulia,1.0151360078317384
2019-02-01,Nacional,1.114797042011166
2019-02-01,Carabobo,4.441021147062095
2019-02-01,Miranda,1.6747412690959766
2019-02-01,Zulia,1.074133608763197
2019-03-01,Nacional,1.08577190477993
2019-03-01,Carabobo,3.301051247052973
2019-03-01,Miranda,1.2050174444534287
2019-03-01,Zulia,0.7710254063899611
2019-04-01,Nacional,1.152134895621648
2019-04-01,Carabobo,2.9693944399057113
2019-04-01,Miranda,1.4451424599165648
2019-04-01,Zulia,0.5763019893154163
2019-05-01,Nacional,1.085691018429962
2019-05-01,Carabobo,2.933923245070054
2019-05-01,Miranda,1.0883678565694916
2019-05-01,Zulia,0.7010026313422095
2019-06-01,Nacional,1.026212962669562
2019-06-01,Carabobo,3.5258620866221664
2019-06-01,Miranda,1.2743832809152225
2019-06-01,Zulia,0.6549198776303902
2019-07-01,Nacional,0.9881520070677466
2019-07-01,Carabobo,3.7188818226910274
2019-07-01,Miranda,1.2895505320723668
2019-07-01,Zulia,0.6884963683640314
2019-08-01,Nacional,1.2602996171548029
2019-08-01,Carabobo,3.7741911487916338
2019-08-01,Miranda,1.5794095219823587
2019-08-01,Zulia,0.6950430785091383
2019-09-01,Nacional,1.1843560261768118
2019-09-01,Carabobo,3.995104678870973
2019-09-01,Miranda,1.555431002848722
2019-09-01,Zulia,0.7914803426561319
2019-10-01,Nacional,1.2705144172261447
2019-10-01,Carabobo,3.6627761904750313
2019-10-01,Miranda,1.5410456107646002
2019-10-01,Zulia,0.7832886948549189
2019-11-01,Nacional,1.2088430678792201
2019-11-01,Carabobo,3.939475193315602
2019-11-01,Miranda,1.5480854205168162
2019-11-01,Zulia,0.7889766124701388
2019-12-01,Nacional,0.693260737420808
2019-12-01,Carabobo,4.303034886016246
2019-12-01,Miranda,1.4098666739539187
2019-12-01,Zulia,0.8563444028169527
2020-01-01,Nacional,0.854258016204805
2020-01-01,Carabobo,4.582130301829225
2020-01-01,Miranda,1.6695433617725786
2020-01-01,Zulia,0.8852586823179376
2020-02-01,Nacional,0.830211531172393
2020-02-01,Carabobo,4.031327522847604
2020-02-01,Miranda,1.6955818555211368
2020-02-01,Zulia,1.0271537808914606
2020-03-01,Nacional,1.0902903758200952
2020-03-01,Carabobo,4.860438479012503
2020-03-01,Miranda,1.9567370072315242
2020-03-01,Zulia,1.2259595866754034
2020-04-01,Nacional,1.0951777525864315
2020-04-01,Carabobo,3.903853713705632
2020-04-01,Miranda,1.79728911579644
2020-04-01,Zulia,1.0906434722670237
2020-05-01,Nacional,0.9776755635010971
2020-05-01,Carabobo,3.8627720655361335
2020-05-01,Miranda,1.6547256740372132
2020-05-01,Zulia,0.93435851711065
2020-06-01,Nacional,0.804253457590698
2020-06-01,Carabobo,3.9474139950591898
2020-06-01,Miranda,1.3861068550959
2020-06-01,Zulia,0.8766768849197808
2020-07-01,Nacional,0.5300473757148638
2020-07-01,Carabobo,3.158765488865188
2020-07-01,Miranda,1.4359724014208297
2020-07-01,Zulia,0.7324076796522474
2020-08-01,Nacional,0.8556555211493774
2020-08-01,Carabobo,4.304130982762423
2020-08-01,Miranda,1.5570992651203666
2020-08-01,Zulia,0.7427760700821362
2020-09-01,Nacional,0.8611905949399674
2020-09-01,Carabobo,4.118968723438342
2020-09-01,Miranda,1.6626858392240655
2020-09-01,Zulia,0.6651463721200689
2020-10-01,Nacional,0.890432222891113
2020-10-01,Carabobo,3.5279238246846147
2020-10-01,Miranda,1.6784737675965686
2020-10-01,Zulia,0.770625341095733
2020-11-01,Nacional,0.8756273755513434
2020-11-01,Carabobo,3.6944427755173668
2020-11-01,Miranda,1.5565263660443576
2020-11-01,Zulia,0.8471717090460895
2020-12-01,Nacional,0.9428716842192449
2020-12-01,Carabobo,4.021630504720524
2020-12-01,Miranda,1.6674254156440527
2020-12-01,Zulia,0.963182976374177
2021-01-01,Nacional,0.7840494134502697
2021-01-01,Carabobo,4.18267891442302
2021-01-01,Miranda,1.69622399134137
2021-01-01,Zulia,0.9742862966784672
2021-02-01,Nacional,1.0163129998625497
2021-02-01,Carabobo,4.425323183749194
2021-02-01,Miranda,1.5470235617789607
2021-02-01,Zulia,1.094892257307182
2021-03-01,Nacional,1.0455043694704949
2021-03-01,Carabobo,4.435090208270813
2021-03-01,Miranda,1.7382039759121906
2021-03-01,Zulia,1.116818566440454
2021-04-01,Nacional,1.1519287616261427
2021-04-01,Carabobo,4.2951905825712515
2021-04-01,Miranda,1.729495537331762
2021-04-01,Zulia,0.9421168281693378
2021-05-01,Nacional,0.9470216933789142
2021-05-01,Carabobo,3.619632530745975
2021-05-01,Miranda,1.5965951634774862
2021-05-01,Zulia,0.9433284918572494
2021-06-01,Nacional,1.11274513540338
2021-06-01,Carabobo,3.9444926063690966
2021-06-01,Miranda,1.6431441941434441
2021-06-01,Zulia,1.0441326560763589
2021-07-01,Nacional,1.1278487066137297
2021-07-01,Carabobo,3.879705399548347
2021-07-01,Miranda,1.6612688628911878
2021-07-01,Zulia,0.8992334477238322
2021-08-01,Nacional,1.0649040789360722
2021-08-01,Carabobo,4.4699799625457715
2021-08-01,Miranda,1.9194977876694537
2021-08-01,Zulia,1.0381185361429082
2021-09-01,Nacional,1.0536072693982639
2021-09-01,Carabobo,3.940925706306055
2021-09-01,Miranda,1.7457745361256658
2021-09-01,Zulia,0.8958480154962867
2021-10-01,Nacional,1.0576471159714012
2021-10-01,Carabobo,4.206260041806695
2021-10-01,Miranda,1.7714233801108583
2021-10-01,Zulia,1.037714659778417
2021-11-01,Nacional,1.06895794601172
2021-11-01,Carabobo,4.558778627532204
2021-11-01,Miranda,1.807642757065528
2021-11-01,Zulia,1.061700430557234
2021-12-01,Nacional,0.9101491826574318
2021-12-01,Carabobo,4.857580856881665
2021-12-01,Miranda,1.8320025566907678
2021-12-01,Zulia,1.122729319253866
2022-01-01,Nacional,1.007659197679855
2022-01-01,Carabobo,5.224954524107899
2022-01-01,Miranda,1.9155603069788614
2022-01-01,Zulia,1.3351455035401765
2022-02-01,Nacional,0.9362198737183102
2022-02-01,Carabobo,4.91928887898972
2022-02-01,Miranda,1.86538003907802
2022-02-01,Zulia,1.2476478640988022
2022-03-01,Nacional,1.0692294244144336
2022-03-01,Carabobo,5.051639343565713
2022-03-01,Miranda,1.7595022912114937
2022-03-01,Zulia,1.1190861922508817
2022-04-01,Nacional,0.987084294368143
2022-04-01,Carabobo,4.907241828022895
2022-04-01,Miranda,1.7781692561408784
2022-04-01,Zulia,1.0097846004990174
2022-05-01,Nacional,0.9808407957587085
2022-05-01,Carabobo,4.1875292697146875
2022-05-01,Miranda,1.8404911827359256
2022-05-01,Zulia,1.159645371476186
2022-06-01,Nacional,1.016732322802124
2022-06-01,Carabobo,5.105428440100139
2022-06-01,Miranda,1.9668811449623715
2022-06-01,Zulia,1.1549896992900446
2022-07-01,Nacional,0.3992315785263112
2022-07-01,Carabobo,3.5318862967383993
2022-07-01,Miranda,1.6001488710138028
2022-07-01,Zulia,0.742930100490444
2022-08-01,Nacional,0.99565542018478
2022-08-01,Carabobo,4.40325918102764
2022-08-01,Miranda,1.7454288933409847
2022-08-01,Zulia,0.9604553552723497
2022-09-01,Nacional,0.7632293149555787
2022-09-01,Carabobo,4.686401880772747
2022-09-01,Miranda,2.0183364403841915
2022-09-01,Zulia,0.915196214284058
2022-10-01,Nacional,0.9392039708528427
2022-10-01,Carabobo,4.911065967907665
2022-10-01,Miranda,2.0017374841611106
2022-10-01,Zulia,0.9808822561469165
2022-11-01,Nacional,0.9684772867573136
2022-11-01,Carabobo,5.002372590627349
2022-11-01,Miranda,1.7928436973837119
2022-11-01,Zulia,1.139331039539032
2022-12-01,Nacional,0.8918064354530044
2022-12-01,Carabobo,5.351119115107034
2022-12-01,Miranda,1.8665183132575325
2022-12-01,Zulia,1.2287460439720626
2023-01-01,Nacional,0.9725137355921831
2023-01-01,Carabobo,5.958134932342445
2023-01-01,Miranda,2.065459752696348
2023-01-01,Zulia,1.1806769931308574
2023-02-01,Nacional,1.0679915756333977
2023-02-01,Carabobo,5.998012484704858
2023-02-01,Miranda,2.0764836955253245
2023-02-01,Zulia,1.3135134502876566
2023-03-01,Nacional,1.2238616292781688
2023-03-01,Carabobo,5.945637880486297
2023-03-01,Miranda,2.2209033058468024
2023-03-01,Zulia,1.3365795963263623
2023-04-01,Nacional,1.0075125179183844
2023-04-01,Carabobo,5.458102856286751
2023-04-01,Miranda,2.187731425963858
2023-04-01,Zulia,1.307748039142428
2023-05-01,Nacional,0.8284095480476128
2023-05-01,Carabobo,5.481045190558957
2023-05-01,Miranda,1.5683873157020825
2023-05-01,Zulia,0.40804258163928603
2023-06-01,Nacional,1.0465687984617484
2023-06-01,Carabobo,4.905708442205725
2023-06-01,Miranda,2.073226291544959
2023-06-01,Zulia,1.0698592650835632
2023-07-01,Nacional,0.8656697673052524
2023-07-01,Carabobo,5.404523430622875
2023-07-01,Miranda,1.918874021599144
2023-07-01,Zulia,1.0413840659022209
2023-08-01,Nacional,1.0032386885970859
2023-08-01,Carabobo,5.384391915158569
2023-08-01,Miranda,1.9852093057080582
2023-08-01,Zulia,1.239549372814252
2023-09-01,Nacional,1.01044068047089
2023-09-01,Carabobo,5.6147913341711835
2023-09-01,Miranda,2.1405383127576956
2023-09-01,Zulia,1.1068565263695687
2023-10-01,Nacional,1.026491808258516
2023-10-01,Carabobo,5.404071687211103
2023-10-01,Miranda,2.129288259315419
2023-10-01,Zulia,1.0461256248113842
2023-11-01,Nacional,1.009563208028116
2023-11-01,Carabobo,6.682876116103916
2023-11-01,Miranda,2.0177346858669383
2023-11-01,Zulia,1.1227206317698284
2023-12-01,Nacional,0.8887538560551994
2023-12-01,Carabobo,5.747530762967951
2023-12-01,Miranda,1.9138061315804726
2023-12-01,Zulia,1.1730582978422641
2024-01-01,Nacional,0.9700778521560781
2024-01-01,Carabobo,6.436235331389431
2024-01-01,Miranda,2.0666299800057777
2024-01-01,Zulia,1.2479458856027121
2024-02-01,Nacional,0.9888021297567678
2024-02-01,Carabobo,5.739760580955095
2024-02-01,Miranda,1.9867426695696753
2024-02-01,Zulia,1.1926997014200567
2024-03-01,Nacional,1.067078911804865
2024-03-01,Carabobo,5.627267602800127
2024-03-01,Miranda,2.3514961257967757
2024-03-01,Zulia,1.288807387579149
2024-04-01,Nacional,1.2986985678135785
2024-04-01,Carabobo,6.446945864130595
2024-04-01,Miranda,2.719807947097173
2024-04-01,Zulia,1.489270413125245
2024-05-01,Nacional,1.0002619549380571
2024-05-01,Carabobo,5.441633178860701
2024-05-01,Miranda,2.45461555959934
2024-05-01,Zulia,1.2107931421973932
2024-06-04,Nacional,0.8418233364486813
2024-06-04,Carabobo,5.578829803238014
2024-06-04,Miranda,2.4367761739777714
2024-06-04,Zulia,1.088029856297048
2024-07-01,Nacional,0.974232032068508
2024-07-01,Carabobo,5.322570216720141
2024-07-01,Miranda,1.8712621663924738
2024-07-01,Zulia,1.0311475651228867
2024-08-01,Nacional,1.0302673553088222
2024-08-01,Carabobo,5.891762927816706
2024-08-01,Miranda,2.5925434010078745
2024-08-01,Zulia,1.4946332791048997
2024-09-01,Nacional,1.0376363264326074
2024-09-01,Carabobo,6.05647015340733
2024-09-01,Miranda,2.7269446812531726
2024-09-01,Zulia,1.0917150466199281
2024-10-01,Nacional,1.1120200855088445
2024-10-01,Carabobo,5.819953693830396
2024-10-01,Miranda,2.698804369725883
2024-10-01,Zulia,1.4230628079763372
2024-11-01,Nacional,1.0271604231049687
2024-11-01,Carabobo,5.902556811480565
2024-11-01,Miranda,2.6361664277553634
2024-11-01,Zulia,1.2103425049438221
2024-12-01,Nacional,1.0836771206385563
2024-12-01,Carabobo,6.233045929890759
2024-12-01,Miranda,2.733560712690691
2024-12-01,Zulia,1.4138884224662618
2025-01-01,Nacional,1.0122501800860233
2025-01-01,Carabobo,6.3316306358719405
2025-01-01,Miranda,2.438811936188917
2025-01-01,Zulia,1.3269643097121728
2025-02-01,Nacional,1.112653744084722
2025-02-01,Carabobo,4.962825363035722
2025-02-01,Miranda,2.212885028147195
2025-02-01,Zulia,1.34974665029991
2025-03-01,Nacional,1.2317072272736234
2025-03-01,Carabobo,5.856417466207204
2025-03-01,Miranda,2.3578427850983847
2025-03-01,Zulia,1.4030870973913239
2025-04-01,Nacional,0.9766511952298184
2025-04-01,Carabobo,5.843510969367312
2025-04-01,Miranda,3.0711926976685198
2025-04-01,Zulia,0.8357970050646164
2025-05-01,Nacional,1.0909409553322662
2025-05-01,Carabobo,6.813976949541244
2025-05-01,Miranda,2.184348984992095
2025-05-01,Zulia,1.2526955601896992
2025-06-01,Nacional,1.078866469849959
2025-06-01,Carabobo,5.831631097393813
2025-06-01,Miranda,2.4298077803322107
2025-06-01,Zulia,1.288546171224677
2025-07-01,Nacional,1.0196048716682446
2025-07-01,Carabobo,5.6407914246745925
2025-07-01,Miranda,2.696086961766661
2025-07-01,Zulia,1.23633397698444
2025-08-01,Nacional,1.085152264388596
2025-08-01,Carabobo,6.105909215061722
2025-08-01,Miranda,2.7285674548656655
2025-08-01,Zulia,1.3252227592461394
2025-09-01,Nacional,1.0321726695789355
2025-09-01,Carabobo,5.705367433864394
2025-09-01,Miranda,2.753819558330648
2025-09-01,Zulia,1.292427923109495
2025-10-01,Nacional,1.209653182799373
2025-10-01,Carabobo,6.265011577915515
2025-10-01,Miranda,2.769573592849484
2025-10-01,Zulia,1.405667823819674
2025-11-01,Nacional,1.0019311467126772
2025-11-01,Carabobo,5.546400230317974
2025-11-01,Miranda,2.4885105060379016
2025-11-01,Zulia,1.0476861037432106
2025-12-01,Nacional,1.0466166879309897
2025-12-01,Carabobo,6.881417740997004
2025-12-01,Miranda,2.5784817705829
2025-12-01,Zulia,1.4318695606076954
2026-01-01,Nacional,1.0216609471292664
2026-01-01,Carabobo,6.415570205223238
2026-01-01,Miranda,2.5930583607718916
2026-01-01,Zulia,1.4313585383093441
2026-02-01,Nacional,1.1283396071401899
2026-02-01,Carabobo,6.560975879333055
2026-02-01,Miranda,2.6202562903458433
2026-02-01,Zulia,1.3842136951679607
2026-03-01,Nacional,1.1579944241301448
2026-03-01,Carabobo,7.222239982496746
2026-03-01,Miranda,2.797526015181068
2026-03-01,Zulia,1.5471486397437846
2026-04-01,Nacional,1.1453550282056213
2026-04-01,Carabobo,6.541367331207629
2026-04-01,Miranda,2.819192000524567
2026-04-01,Zulia,1.4089546920997635
